title,link,snip,sjr,impact factor,5 year impact factor
ISPRS Journal of Photogrammetry and Remote Sensing,http://www.journals.elsevier.com/isprs-journal-of-photogrammetry-and-remote-sensing/,2.628,1.762,3.132,4.652
JAAD Case Reports,http://www.journals.elsevier.com/jaad-case-reports/,0.0,0.0,0.0,0.0
JACC: Cardiovascular Imaging,http://www.journals.elsevier.com/jacc-cardiovascular-imaging/,2.005,3.140,7.188,6.754
JACC: Cardiovascular Interventions,http://www.journals.elsevier.com/jacc-cardiovascular-interventions/,2.579,4.359,7.345,7.077
JACC: Clinical Electrophysiology,http://www.journals.elsevier.com/jacc-clinical-electrophysiology/,0.0,0.0,0.0,0.0
JACC: Heart Failure,http://www.journals.elsevier.com/jacc-heart-failure/,0.0,0.0,0.0,0.0
JACC (Journal of the American College of Cardiology),http://www.journals.elsevier.com/jacc-journal-of-the-american-college-of-cardiology/,4.514,8.263,16.503,14.987
Japan and the World Economy,http://www.journals.elsevier.com/japan-and-the-world-economy/,0.734,0.289,0.446,0.516
Japanese Dental Science Review,http://www.journals.elsevier.com/japanese-dental-science-review/,0.0,0.0,0.0,0.0
JCC Open,http://www.journals.elsevier.com/jcc-open/,0.0,0.0,0.0,0.0
JCRS Online Case Reports,http://www.journals.elsevier.com/jcrs-online-case-reports/,0.0,0.0,0.0,0.0
Joint Bone Spine,http://www.journals.elsevier.com/joint-bone-spine/,1.038,0.667,2.901,2.557
Jornal de Pediatria,http://www.journals.elsevier.com/jornal-de-pediatria/,0.781,0.458,1.194,1.237
Jornal de Pediatria (Versão em Português),http://www.journals.elsevier.com/jornal-de-pediatria-versao-em-portugues/,0.0,0.0,0.0,0.0
Journal de Chirurgie,/journals/journal-de-chirurgie/0021-7697,0.0,0.0,0.0,0.0
Journal de Chirurgie (Version Portugaise),/journals/journal-de-chirurgie-version-portugaise/1950-1692,0.0,0.0,0.0,0.0
Journal de Chirurgie Viscérale,http://www.journals.elsevier.com/journal-de-chirurgie-viscerale/,0.0,0.0,0.0,0.0
Journal de Gynécologie Obstétrique et Biologie de la Reproduction,http://www.journals.elsevier.com/journal-de-gynecologie-obstetrique-et-biologie-de-la-reproduction/,0.509,0.293,0.563,0.518
Journal de Mathématiques Pures et Appliquées,http://www.journals.elsevier.com/journal-de-mathematiques-pures-et-appliquees/,1.610,2.840,1.683,1.725
Journal de Mycologie Médicale,http://www.journals.elsevier.com/journal-de-mycologie-medicale/,0.635,0.239,0.573,0.548
Journal de Pédiatrie et de Puériculture,http://www.journals.elsevier.com/journal-de-pediatrie-et-de-puericulture/,0.0,0.0,0.0,0.0
Journal de Radiologie diagnostique et interventionnelle,http://www.journals.elsevier.com/journal-de-radiologie-diagnostique-et-interventionnelle/,0.0,0.0,0.0,0.0
Journal de Réadaptation Médicale,http://www.journals.elsevier.com/journal-de-readaptation-medicale/,0.0,0.0,0.0,0.0
Journal des Anti-infectieux,http://www.journals.elsevier.com/journal-des-anti-infectieux/,0.0,0.0,0.0,0.0
Journal des Maladies Vasculaires,http://www.journals.elsevier.com/journal-des-maladies-vasculaires/,0.0,0.0,0.0,0.0
Journal de Thérapie Comportementale et Cognitive,http://www.journals.elsevier.com/journal-de-therapie-comportementale-et-cognitive/,0.0,0.0,0.0,0.0
Journal de Traumatologie du Sport,http://www.journals.elsevier.com/journal-de-traumatologie-du-sport/,0.0,0.0,0.0,0.0
Journal Européen des Urgences et de Réanimation,http://www.journals.elsevier.com/journal-europeen-des-urgences-et-de-reanimation/,0.0,0.0,0.0,0.0
Journal for Nature Conservation,http://www.journals.elsevier.com/journal-for-nature-conservation/,0.848,0.683,1.646,1.831
Journal Français D'Ophtalmologie,http://www.journals.elsevier.com/journal-francais-dophtalmologie/,0.338,0.227,0.387,0.409
Journal of AAPOS,http://www.journals.elsevier.com/journal-of-aapos/,0.950,0.632,1.003,1.091
Journal of Accounting and Economics,http://www.journals.elsevier.com/journal-of-accounting-and-economics/,2.730,4.834,2.724,4.679
Journal of Accounting and Public Policy,http://www.journals.elsevier.com/journal-of-accounting-and-public-policy/,1.202,0.645,0.547,1.205
Journal of Accounting Education,http://www.journals.elsevier.com/journal-of-accounting-education/,0.0,0.0,0.0,0.0
Journal of Accounting Literature,http://www.journals.elsevier.com/journal-of-accounting-literature/,0.0,0.0,0.0,0.0
Journal of Acupuncture & Meridian Studies,http://www.journals.elsevier.com/journal-of-acupuncture-and-meridian-studies/,0.0,0.0,0.0,0.0
Journal of Acute Disease,http://www.journals.elsevier.com/journal-of-acute-disease/,0.0,0.0,0.0,0.0
Journal of Acute Medicine,http://www.journals.elsevier.com/journal-of-acute-medicine/,0.0,0.0,0.0,0.0
Journal of Adolescence,http://www.journals.elsevier.com/journal-of-adolescence/,1.402,1.169,1.957,2.638
Journal of Adolescent Health,http://www.journals.elsevier.com/journal-of-adolescent-health/,1.485,1.616,3.612,4.050
Journal of Advanced Research,http://www.journals.elsevier.com/journal-of-advanced-research/,0.0,0.0,0.0,0.0
Journal of Aerosol Science,http://www.journals.elsevier.com/journal-of-aerosol-science/,1.479,0.959,2.236,2.719
Journal of Affective Disorders,http://www.journals.elsevier.com/journal-of-affective-disorders/,1.390,1.691,3.383,3.939
Journal of African Earth Sciences,http://www.journals.elsevier.com/journal-of-african-earth-sciences/,1.157,0.557,1.403,1.755
Journal of African Trade,http://www.journals.elsevier.com/journal-of-african-trade/,0.0,0.0,0.0,0.0
Journal of Aging Studies,http://www.journals.elsevier.com/journal-of-aging-studies/,1.427,0.922,1.184,1.742
Journal of Air Transport Management,http://www.journals.elsevier.com/journal-of-air-transport-management/,1.263,0.858,0.931,1.328
Journal of Algebra,http://www.journals.elsevier.com/journal-of-algebra/,1.217,1.420,0.599,0.698
"Journal of Algorithms in Cognition, Informatics and Logic",/journals/journal-of-algorithms-in-cognition-informatics-and-logic/0196-6774,0.0,0.0,0.0,0.0
Journal of Allergy and Clinical Immunology,http://www.journals.elsevier.com/journal-of-allergy-and-clinical-immunology/,2.709,4.180,11.476,10.715
Journal of Alloys and Compounds,http://www.journals.elsevier.com/journal-of-alloys-and-compounds/,1.642,1.091,2.999,2.716
Journal of Analytical and Applied Pyrolysis,http://www.journals.elsevier.com/journal-of-analytical-and-applied-pyrolysis/,1.938,1.593,3.564,3.898
Journal of Anesthesia History,http://www.journals.elsevier.com/journal-of-anesthesia-history/,0.0,0.0,0.0,0.0
Journal of Anthropological Archaeology,http://www.journals.elsevier.com/journal-of-anthropological-archaeology/,1.534,1.349,1.906,2.494
Journal of Anxiety Disorders,http://www.journals.elsevier.com/journal-of-anxiety-disorders/,1.524,1.632,2.594,3.390
Journal of Applied Biomedicine,http://www.journals.elsevier.com/journal-of-applied-biomedicine/,0.586,0.208,1.302,1.380
Journal of Applied Developmental Psychology,http://www.journals.elsevier.com/journal-of-applied-developmental-psychology/,1.122,0.971,1.185,2.472
Journal of Applied Economics,http://www.journals.elsevier.com/journal-of-applied-economics/,0.464,0.171,0.258,0.506
Journal of Applied Geophysics,http://www.journals.elsevier.com/journal-of-applied-geophysics/,1.595,0.842,1.500,1.742
Journal of Applied Logic,http://www.journals.elsevier.com/journal-of-applied-logic/,0.863,0.550,0.576,0.752
Journal of Applied Mathematics and Mechanics,http://www.journals.elsevier.com/journal-of-applied-mathematics-and-mechanics/,0.737,0.297,0.354,0.398
Journal of Applied Research and Technology,http://www.journals.elsevier.com/journal-of-applied-research-and-technology/,0.0,0.0,0.0,0.0
Journal of Applied Research in Memory and Cognition,http://www.journals.elsevier.com/journal-of-applied-research-in-memory-and-cognition/,0.0,0.0,0.0,0.0
Journal of Applied Research on Medicinal and Aromatic Plants,http://www.journals.elsevier.com/journal-of-applied-research-on-medicinal-and-aromatic-plants/,0.0,0.0,0.0,0.0
Journal of Approximation Theory,http://www.journals.elsevier.com/journal-of-approximation-theory/,1.172,0.905,0.951,0.810
Journal of Archaeological Science,http://www.journals.elsevier.com/journal-of-archaeological-science/,1.550,1.271,2.196,2.450
Journal of Archaeological Science: Reports,http://www.journals.elsevier.com/journal-of-archaeological-science-reports/,0.0,0.0,0.0,0.0
Journal of Arid Environments,http://www.journals.elsevier.com/journal-of-arid-environments/,1.178,0.800,1.641,2.056
Journal of Arrhythmia,http://www.journals.elsevier.com/journal-of-arrhythmia/,0.0,0.0,0.0,0.0
Journal of Arthroplasty,http://www.journals.elsevier.com/journal-of-arthroplasty/,1.332,1.377,2.666,2.999
Journal of Arthroscopy and Joint Surgery,http://www.journals.elsevier.com/journal-of-arthroscopy-and-joint-surgery/,0.0,0.0,0.0,0.0
Journal of Asian Ceramic Societies,http://www.journals.elsevier.com/journal-of-asian-ceramic-societies/,0.0,0.0,0.0,0.0
Journal of Asian Earth Sciences,http://www.journals.elsevier.com/journal-of-asian-earth-sciences/,1.404,1.485,2.741,3.190
Journal of Asian Economics,http://www.journals.elsevier.com/journal-of-asian-economics/,0.0,0.0,0.0,0.0
Journal of Asia-Pacific Biodiversity,http://www.journals.elsevier.com/journal-of-asia-pacific-biodiversity/,0.0,0.0,0.0,0.0
Journal of Asia-Pacific Entomology,http://www.journals.elsevier.com/journal-of-asia-pacific-entomology/,0.0,0.0,0.0,0.0
Journal of Atmospheric and Solar-Terrestrial Physics,http://www.journals.elsevier.com/journal-of-atmospheric-and-solar-terrestrial-physics/,0.889,0.890,1.474,1.479
Journal of Autoimmunity,http://www.journals.elsevier.com/journal-of-autoimmunity/,1.486,1.542,8.410,6.330
Journal of Banking & Finance,http://www.journals.elsevier.com/journal-of-banking-and-finance/,1.587,1.059,1.299,1.922
Journal of Behavioral and Experimental Economics,http://www.journals.elsevier.com/journal-of-behavioral-and-experimental-economics/,0.0,0.0,0.0,0.0
Journal of Behavioral and Experimental Finance,http://www.journals.elsevier.com/journal-of-behavioral-and-experimental-finance/,0.0,0.0,0.0,0.0
"Journal of Behavior, Health & Social Issues",http://www.journals.elsevier.com/journal-of-behavior-health-and-social-issues/,0.0,0.0,0.0,0.0
Journal of Behavior Therapy and Experimental Psychiatry,http://www.journals.elsevier.com/journal-of-behavior-therapy-and-experimental-psychiatry/,1.140,1.351,2.312,2.603
Journal of Biochemical and Biophysical Methods,/journals/journal-of-biochemical-and-biophysical-methods/0165-022x,0.0,0.0,0.0,0.0
Journal of Biomechanics,http://www.journals.elsevier.com/journal-of-biomechanics/,1.599,1.100,2.751,3.157
Journal of Biomedical Informatics,http://www.journals.elsevier.com/journal-of-biomedical-informatics/,2.162,1.029,2.194,3.442
Journal of Biomedical Research,http://www.journals.elsevier.com/journal-of-biomedical-research/,0.0,0.0,0.0,0.0
Journal of Bionic Engineering,http://www.journals.elsevier.com/journal-of-bionic-engineering/,1.672,0.608,1.632,1.732
Journal of Bioscience and Bioengineering,http://www.journals.elsevier.com/journal-of-bioscience-and-bioengineering/,0.865,0.659,1.884,2.032
Journal of Biotechnology,http://www.journals.elsevier.com/journal-of-biotechnology/,1.083,0.983,2.871,3.180
Journal of Bodywork and Movement Therapies,http://www.journals.elsevier.com/journal-of-bodywork-and-movement-therapies/,0.0,0.0,0.0,0.0
Journal of Bone Oncology,http://www.journals.elsevier.com/journal-of-bone-oncology/,0.0,0.0,0.0,0.0
Journal of Building Engineering,http://www.journals.elsevier.com/journal-of-building-engineering/,0.0,0.0,0.0,0.0
Journal of Business Research,http://www.journals.elsevier.com/journal-of-business-research/,1.684,1.183,1.480,2.324
Journal of Business Venturing,http://www.journals.elsevier.com/journal-of-business-venturing/,3.894,5.561,3.678,5.305
Journal of Business Venturing Insights,http://www.journals.elsevier.com/journal-of-business-venturing-insights/,0.0,0.0,0.0,0.0
Journal of Cancer Policy,http://www.journals.elsevier.com/journal-of-cancer-policy/,0.0,0.0,0.0,0.0
Journal of Cancer Research and Practice,http://www.journals.elsevier.com/journal-of-cancer-research-and-practice/,0.0,0.0,0.0,0.0
Journal of Cardiac Failure,http://www.journals.elsevier.com/journal-of-cardiac-failure/,1.145,1.389,3.051,3.687
Journal of Cardiology,http://www.journals.elsevier.com/journal-of-cardiology/,1.175,0.937,2.782,2.037
Journal of Cardiology Cases,http://www.journals.elsevier.com/journal-of-cardiology-cases/,0.0,0.0,0.0,0.0
Journal of Cardiothoracic and Vascular Anesthesia,http://www.journals.elsevier.com/journal-of-cardiothoracic-and-vascular-anesthesia/,0.705,0.594,1.463,1.549
Journal of Cardiothoracic-Renal Research,/journals/journal-of-cardiothoracic-renal-research/1574-0668,0.0,0.0,0.0,0.0
Journal of Cardiovascular Computed Tomography,http://www.journals.elsevier.com/journal-of-cardiovascular-computed-tomography/,0.0,0.0,0.0,0.0
Journal of Catalysis,http://www.journals.elsevier.com/journal-of-catalysis/,2.242,2.455,6.921,7.310
Journal of Cataract & Refractive Surgery,http://www.journals.elsevier.com/journal-of-cataract-and-refractive-surgery/,1.781,1.586,2.722,2.803
Journal of Cellular Immunotherapy,http://www.journals.elsevier.com/journal-of-cellular-immunotherapy/,0.0,0.0,0.0,0.0
Journal of Cereal Science,http://www.journals.elsevier.com/journal-of-cereal-science/,1.396,1.056,2.094,2.728
Journal of Chemical Health and Safety,http://www.journals.elsevier.com/journal-of-chemical-health-and-safety/,0.0,0.0,0.0,0.0
Journal of Chemical Neuroanatomy,http://www.journals.elsevier.com/journal-of-chemical-neuroanatomy/,0.713,0.934,1.500,2.306
Journal of China University of Geosciences,/journals/journal-of-china-university-of-geosciences/1002-0705,0.0,0.0,0.0,0.0
Journal of China University of Mining and Technology,/journals/journal-of-china-university-of-mining-and-technology/1006-1266,0.0,0.0,0.0,0.0
Journal of Chiropractic Humanities,http://www.journals.elsevier.com/journal-of-chiropractic-humanities/,0.0,0.0,0.0,0.0
Journal of Chiropractic Medicine,http://www.journals.elsevier.com/journal-of-chiropractic-medicine/,0.0,0.0,0.0,0.0
Journal of Choice Modelling,http://www.journals.elsevier.com/journal-of-choice-modelling/,0.0,0.0,0.0,0.0
Journal of Chromatography A,http://www.journals.elsevier.com/journal-of-chromatography-a/,1.455,1.664,4.169,4.298
Journal of Chromatography A with Journal of Chromatography B (Combined Subscription),/journals/journal-of-chromatography-a-with-journal-of-chromatography-b-combined-subscription/fs00-0049,0.0,0.0,0.0,0.0
Journal of Chromatography B,http://www.journals.elsevier.com/journal-of-chromatography-b/,1.247,0.970,2.729,2.846
Journal of Cleaner Production,http://www.journals.elsevier.com/journal-of-cleaner-production/,2.364,1.588,3.844,4.167
Journal of Clinical and Experimental Hepatology,http://www.journals.elsevier.com/journal-of-clinical-and-experimental-hepatology/,0.0,0.0,0.0,0.0
Journal of Clinical and Translational Endocrinology,http://www.journals.elsevier.com/journal-of-clinical-and-translational-endocrinology/,0.0,0.0,0.0,0.0
Journal of Clinical and Translational Endocrinology Case Reports,http://www.journals.elsevier.com/journal-of-clinical-and-translational-endocrinology-case-reports/,0.0,0.0,0.0,0.0
Journal of Clinical Anesthesia,http://www.journals.elsevier.com/journal-of-clinical-anesthesia/,0.801,0.443,1.194,1.258
Journal of Clinical Densitometry,http://www.journals.elsevier.com/journal-of-clinical-densitometry/,0.739,0.705,2.027,1.848
Journal of Clinical Epidemiology,http://www.journals.elsevier.com/journal-of-clinical-epidemiology/,2.144,2.804,3.417,6.269
Journal of Clinical Forensic Medicine,/journals/journal-of-clinical-forensic-medicine/1353-1131,0.0,0.0,0.0,0.0
Journal of Clinical Gerontology and Geriatrics,http://www.journals.elsevier.com/journal-of-clinical-gerontology-and-geriatrics/,0.0,0.0,0.0,0.0
Journal of Clinical Lipidology,http://www.journals.elsevier.com/journal-of-clinical-lipidology/,1.216,1.472,3.904,3.510
Journal of Clinical Neuroscience,http://www.journals.elsevier.com/journal-of-clinical-neuroscience/,0.891,0.579,1.378,1.483
Journal of Clinical Orthopaedics and Trauma,http://www.journals.elsevier.com/journal-of-clinical-orthopaedics-and-trauma/,0.0,0.0,0.0,0.0
Journal of Clinical Tuberculosis and Other Mycobacterial Diseases,http://www.journals.elsevier.com/journal-of-clinical-tuberculosis-and-other-mycobacterial-diseases/,0.0,0.0,0.0,0.0
Journal of Clinical Virology,http://www.journals.elsevier.com/journal-of-clinical-virology/,1.052,1.284,3.016,3.138
Journal of Clinical Virology with Virus Research (Combined Subscription),/journals/journal-of-clinical-virology-with-virus-research-combined-subscription/fs00-5544,0.0,0.0,0.0,0.0
Journal of CO2 Utilization,http://www.journals.elsevier.com/journal-of-co2-utilization/,0.792,0.657,3.091,3.091
Journal of Colloid and Interface Science,http://www.journals.elsevier.com/journal-of-colloid-and-interface-science/,1.368,1.095,3.368,3.637
Journal of Coloproctology,http://www.journals.elsevier.com/journal-of-coloproctology/,0.0,0.0,0.0,0.0
"Journal of Combinatorial Theory, Series A",http://www.journals.elsevier.com/journal-of-combinatorial-theory-series-a/,1.403,1.498,0.775,0.773
"Journal of Combinatorial Theory, Series B",http://www.journals.elsevier.com/journal-of-combinatorial-theory-series-b/,1.945,2.181,0.983,0.918
Journal of Commodity Markets,http://www.journals.elsevier.com/journal-of-commodity-markets/,0.0,0.0,0.0,0.0
Journal of Communication Disorders,http://www.journals.elsevier.com/journal-of-communication-disorders/,1.193,0.659,1.449,1.864
Journal of Comparative Economics,http://www.journals.elsevier.com/journal-of-comparative-economics/,1.245,0.958,1.170,1.695
Journal of Comparative Pathology,http://www.journals.elsevier.com/journal-of-comparative-pathology/,0.751,0.507,1.142,1.333
Journal of Complexity,http://www.journals.elsevier.com/journal-of-complexity/,2.380,1.717,1.500,1.939
Journal of Computational and Applied Mathematics,http://www.journals.elsevier.com/journal-of-computational-and-applied-mathematics/,1.547,1.104,1.266,1.365
Journal of Computational Design and Engineering,http://www.journals.elsevier.com/journal-of-computational-design-and-engineering/,0.0,0.0,0.0,0.0
Journal of Computational Physics,http://www.journals.elsevier.com/journal-of-computational-physics/,2.103,2.039,2.434,3.120
Journal of Computational Science,http://www.journals.elsevier.com/journal-of-computational-science/,2.252,0.848,1.231,1.760
Journal of Computer and System Sciences,http://www.journals.elsevier.com/journal-of-computer-and-system-sciences/,2.274,1.898,1.138,1.307
Journal of Constructional Steel Research,http://www.journals.elsevier.com/journal-of-constructional-steel-research/,2.224,1.640,1.321,1.699
Journal of Consumer Psychology,http://www.journals.elsevier.com/journal-of-consumer-psychology/,1.392,2.089,2.243,2.561
Journal of Contaminant Hydrology,http://www.journals.elsevier.com/journal-of-contaminant-hydrology/,1.417,1.131,2.204,2.785
Journal of Contaminant Hydrology with Journal of Hydrology (Combined Subscription),/journals/journal-of-contaminant-hydrology-with-journal-of-hydrology-combined-subscription/fs00-5457,0.0,0.0,0.0,0.0
Journal of Contemporary Accounting and Economics,http://www.journals.elsevier.com/journal-of-contemporary-accounting-and-economics/,0.0,0.0,0.0,0.0
Journal of Contextual Behavioral Science,http://www.journals.elsevier.com/journal-of-contextual-behavioral-science/,0.0,0.0,0.0,0.0
Journal of Controlled Release,http://www.journals.elsevier.com/journal-of-controlled-release/,1.977,2.159,7.705,8.097
Journal of Co-operative Organization and Management,http://www.journals.elsevier.com/journal-of-co-operative-organization-and-management/,0.0,0.0,0.0,0.0
Journal of Corporate Finance,http://www.journals.elsevier.com/journal-of-corporate-finance/,1.528,1.516,1.193,1.770
Journal of Cranio-Maxillofacial Surgery,http://www.journals.elsevier.com/journal-of-cranio-maxillofacial-surgery/,1.851,1.153,2.933,2.816
Journal of Criminal Justice,http://www.journals.elsevier.com/journal-of-criminal-justice/,1.440,2.292,3.154,2.486
Journal of Critical Care,http://www.journals.elsevier.com/journal-of-critical-care/,1.026,0.863,1.995,2.214
Journal of Crystal Growth,http://www.journals.elsevier.com/journal-of-crystal-growth/,1.165,0.772,1.698,1.632
Journal of Crystal Growth with Progress in Crystal Growth and Characterization of Materials (Combined Subscription),/journals/journal-of-crystal-growth-with-progress-in-crystal-growth-and-characterization-of-materials-combined-subscription/fs00-5455,0.0,0.0,0.0,0.0
Journal of Cultural Heritage,http://www.journals.elsevier.com/journal-of-cultural-heritage/,1.388,0.591,1.568,1.658
Journal of Current Ophthalmology,http://www.journals.elsevier.com/journal-of-current-ophthalmology/,0.0,0.0,0.0,0.0
Journal of Cystic Fibrosis,http://www.journals.elsevier.com/journal-of-cystic-fibrosis/,1.194,1.320,3.475,3.502
Journal of Dairy Science,http://www.journals.elsevier.com/journal-of-dairy-science/,1.432,1.262,2.573,3.071
Journal of Dental Sciences,http://www.journals.elsevier.com/journal-of-dental-sciences/,0.608,0.195,0.556,0.559
Journal of Dentistry,http://www.journals.elsevier.com/journal-of-dentistry/,1.483,1.010,2.749,2.929
Journal of Dermatological Science,http://www.journals.elsevier.com/journal-of-dermatological-science/,1.204,1.190,3.419,3.817
Journal of Dermatology and Dermatologic Surgery,http://www.journals.elsevier.com/journal-of-dermatology-and-dermatologic-surgery/,0.0,0.0,0.0,0.0
Journal of Destination Marketing & Management,http://www.journals.elsevier.com/journal-of-destination-marketing-and-management/,0.917,0.590,1.000,1.000
Journal of Development Economics,http://www.journals.elsevier.com/journal-of-development-economics/,2.249,3.574,1.798,2.792
Journal of Diabetes and its Complications,http://www.journals.elsevier.com/journal-of-diabetes-and-its-complications/,1.072,0.830,3.005,2.684
Journal of Differential Equations,http://www.journals.elsevier.com/journal-of-differential-equations/,1.703,2.763,1.680,1.846
Journal of Discrete Algorithms,http://www.journals.elsevier.com/journal-of-discrete-algorithms/,0.0,0.0,0.0,0.0
Journal of Drug Delivery Science and Technology,http://www.journals.elsevier.com/journal-of-drug-delivery-science-and-technology/,0.348,0.239,0.476,0.655
Journal of Econometrics,http://www.journals.elsevier.com/journal-of-econometrics/,2.170,3.476,1.600,2.263
Journal of Economic Behavior & Organization,http://www.journals.elsevier.com/journal-of-economic-behavior-and-organization/,1.080,1.032,1.297,1.546
Journal of Economic Dynamics and Control,http://www.journals.elsevier.com/journal-of-economic-dynamics-and-control/,1.066,0.961,1.018,1.202
Journal of Economic Psychology,http://www.journals.elsevier.com/journal-of-economic-psychology/,0.937,0.838,1.230,1.757
Journal of Economics and Business,http://www.journals.elsevier.com/journal-of-economics-and-business/,0.0,0.0,0.0,0.0
"Journal of Economics, Finance and Administrative Science",http://www.journals.elsevier.com/journal-of-economics-finance-and-administrative-science/,0.0,0.0,0.0,0.0
Journal of Economic Theory,http://www.journals.elsevier.com/journal-of-economic-theory/,1.637,3.987,1.033,1.635
Journal of Electrical Systems and Information Technology,http://www.journals.elsevier.com/journal-of-electrical-systems-and-information-technology/,0.0,0.0,0.0,0.0
Journal of Electroanalytical Chemistry,http://www.journals.elsevier.com/journal-of-electroanalytical-chemistry/,0.924,0.776,2.729,2.790
Journal of Electroanalytical Chemistry with Bioelectrochemistry and Electrochemistry Communications (Combined Subscription),/journals/journal-of-electroanalytical-chemistry-with-bioelectrochemistry-and-electrochemistry-communications-combined-subscription/fs00-6040,0.0,0.0,0.0,0.0
Journal of Electroanalytical Chemistry with Bioelectrochemistry (Combined Subscription),/journals/journal-of-electroanalytical-chemistry-with-bioelectrochemistry-combined-subscription/fs00-6055,0.0,0.0,0.0,0.0
Journal of Electrocardiology,http://www.journals.elsevier.com/journal-of-electrocardiology/,0.801,0.563,1.361,1.313
Journal of Electromyography and Kinesiology,http://www.journals.elsevier.com/journal-of-electromyography-and-kinesiology/,1.259,0.791,1.647,2.145
Journal of Electron Spectroscopy and Related Phenomena,http://www.journals.elsevier.com/journal-of-electron-spectroscopy-and-related-phenomena/,0.814,0.727,1.436,1.631
Journal of Electrostatics,http://www.journals.elsevier.com/journal-of-electrostatics/,1.000,0.562,0.863,1.049
Journal of Emergency Nursing,http://www.journals.elsevier.com/journal-of-emergency-nursing/,0.416,0.258,0.787,0.804
Journal of Empirical Finance,http://www.journals.elsevier.com/journal-of-empirical-finance/,1.281,0.850,0.714,1.454
Journal of Endodontics,http://www.journals.elsevier.com/journal-of-endodontics/,1.783,1.383,3.375,3.586
Journal of Energy Chemistry,http://www.journals.elsevier.com/journal-of-energy-chemistry/,1.080,0.710,2.352,2.352
Journal of Energy Storage,http://www.journals.elsevier.com/journal-of-energy-storage/,0.0,0.0,0.0,0.0
Journal of Engineering and Technology Management,http://www.journals.elsevier.com/journal-of-engineering-and-technology-management/,1.769,0.940,2.060,2.081
Journal of English for Academic Purposes,http://www.journals.elsevier.com/journal-of-english-for-academic-purposes/,0.0,0.0,0.0,0.0
Journal of Environmental Chemical Engineering,http://www.journals.elsevier.com/journal-of-environmental-chemical-engineering/,0.0,0.0,0.0,0.0
Journal of Environmental Economics and Management,http://www.journals.elsevier.com/journal-of-environmental-economics-and-management/,2.261,2.636,2.394,2.923
Journal of Environmental Management,http://www.journals.elsevier.com/journal-of-environmental-management/,1.800,1.121,2.723,3.895
Journal of Environmental Psychology,http://www.journals.elsevier.com/journal-of-environmental-psychology/,2.445,1.097,2.640,4.607
Journal of Environmental Radioactivity,http://www.journals.elsevier.com/journal-of-environmental-radioactivity/,1.733,1.026,2.483,2.322
Journal of Environmental Sciences,http://www.journals.elsevier.com/journal-of-environmental-sciences/,1.431,0.799,2.002,2.533
Journal of Epidemiology and Global Health,http://www.journals.elsevier.com/journal-of-epidemiology-and-global-health/,0.0,0.0,0.0,0.0
Journal of Equine Veterinary Science,http://www.journals.elsevier.com/journal-of-equine-veterinary-science/,0.666,0.338,0.871,0.935
Journal of Ethnic Foods,http://www.journals.elsevier.com/journal-of-ethnic-foods/,0.0,0.0,0.0,0.0
Journal of Ethnopharmacology,http://www.journals.elsevier.com/journal-of-ethnopharmacology/,1.701,1.069,2.998,3.261
Journal of Eurasian Studies,http://www.journals.elsevier.com/journal-of-eurasian-studies/,0.0,0.0,0.0,0.0
Journal of Evidence-Based Dental Practice,http://www.journals.elsevier.com/journal-of-evidence-based-dental-practice/,0.0,0.0,0.0,0.0
"Journal of Evidence-Based Dental Practice, Brazil Edition",/journals/journal-of-evidence-based-dental-practice-brazil-edition/1877-069x,0.0,0.0,0.0,0.0
"Journal of Evidence-Based Dental Practice, Portugal Edition",/journals/journal-of-evidence-based-dental-practice-portugal-edition/1877-0681,0.0,0.0,0.0,0.0
Journal of Exercise Science & Fitness,http://www.journals.elsevier.com/journal-of-exercise-science-and-fitness/,0.552,0.271,0.333,0.890
Journal of Exotic Pet Medicine,http://www.journals.elsevier.com/journal-of-exotic-pet-medicine/,0.667,0.278,0.512,0.575
Journal of Experimental Animal Science,/journals/journal-of-experimental-animal-science/0939-8600,0.0,0.0,0.0,0.0
Journal of Experimental Child Psychology,http://www.journals.elsevier.com/journal-of-experimental-child-psychology/,1.415,1.886,2.549,3.766
Journal of Experimental Marine Biology and Ecology,http://www.journals.elsevier.com/journal-of-experimental-marine-biology-and-ecology/,0.953,0.993,1.866,2.344
Journal of Experimental Social Psychology,http://www.journals.elsevier.com/journal-of-experimental-social-psychology/,1.364,2.151,2.285,3.140
Journal of Family Business Strategy,http://www.journals.elsevier.com/journal-of-family-business-strategy/,0.0,0.0,0.0,0.0
Journal of Financial Economics,http://www.journals.elsevier.com/journal-of-financial-economics/,4.200,10.116,4.047,5.876
Journal of Financial Intermediation,http://www.journals.elsevier.com/journal-of-financial-intermediation/,1.760,1.700,1.661,2.691
Journal of Financial Markets,http://www.journals.elsevier.com/journal-of-financial-markets/,2.238,3.732,2.111,2.058
Journal of Financial Stability,http://www.journals.elsevier.com/journal-of-financial-stability/,1.852,1.370,1.506,2.079
Journal of Fluency Disorders,http://www.journals.elsevier.com/journal-of-fluency-disorders/,0.995,0.723,1.891,2.064
Journal of Fluids and Structures,http://www.journals.elsevier.com/journal-of-fluids-and-structures/,2.788,1.298,2.021,2.249
Journal of Fluorine Chemistry,http://www.journals.elsevier.com/journal-of-fluorine-chemistry/,0.710,0.610,1.948,1.975
Journal of Food and Drug Analysis,http://www.journals.elsevier.com/journal-of-food-and-drug-analysis/,0.380,0.242,0.615,0.705
