src,dest,type
1272542,939703,0
1272542,942719,0
1272542,1026087,0
1272542,1026597,0
1272542,1027319,0
1272542,1149747,0
1272543,873356,0
1272543,1272037,0
1272543,1272259,0
1272543,2998168,0
1272543,1271597,0
3309832,2998105,0
934514,854932,0
958606,958412,1
958602,958527,0
2968026,1271961,1
2998032,2998275,0
2998032,2997782,0
2998033,2997734,0
2998033,2998246,0
2998033,2998213,0
2998030,2998326,0
2998030,2998463,0
2998030,2998609,0
2998031,2998540,0
2998036,2998330,0
2998036,2998105,0
2998037,2997762,1
2998037,2998083,0
2998037,2998223,0
2998034,2998267,0
2998034,2998107,0
2998035,2998093,0
2998035,2998084,0
2998035,2997721,0
2998035,2997671,0
2998035,2998202,0
2998035,2998105,0
2998035,2998201,0
2998038,1288250,0
2998038,2997728,0
2998038,2998188,0
2998038,2998095,0
2998038,2998372,0
2998038,2998252,0
2998038,2998179,0
2998038,2998175,0
2998038,2998229,0
2998038,2997782,0
2998038,2998172,0
2998038,2998319,0
2998038,2998215,0
2998038,2997730,0
2998038,2997705,0
2998039,940208,0
2998039,2997733,0
2998039,2997764,0
2968027,872370,0
2968027,873208,0
2968027,1272086,0
2920440,745115,0
2920440,3316452,1
2920442,942638,0
2920442,1041390,0
2920442,1042463,0
2920442,1042591,0
2920442,1042789,0
2920442,1042750,0
2920443,835617,0
2920443,1042377,0
2920444,872661,0
2920444,872844,0
2920444,872936,0
2920444,1272094,0
2920444,1272158,0
2920444,1272510,0
2920444,1272658,0
2920445,1271419,1
2920446,1272651,1
1271890,872921,0
1271890,872995,0
1271890,873197,0
1271890,872993,0
1271890,873156,0
1271890,2990660,0
1271897,872965,0
1271896,873172,1
1271896,873082,1
1271894,1271360,1
3454817,1151015,0
3454817,2979945,0
3087514,2879994,0
793451,795135,0
802167,802163,1
2879210,2879954,0
3247128,3355779,0
802161,800862,0
3247124,3354741,0
3134359,1151498,0
3134359,2930202,1
943149,943053,0
943148,940896,0
943148,942583,0
943148,942626,0
943148,942612,0
943148,942973,0
943141,939982,0
943141,940779,0
943141,942537,0
943141,942662,0
943143,932527,0
943143,934968,0
943143,942812,0
746110,744345,1
746110,744925,0
746110,745090,0
786401,1027239,0
876821,876822,1
876821,1033996,0
1039808,746236,0
876823,876646,0
876823,876665,0
876823,876983,1
876823,876822,1
876823,876915,0
876823,877167,1
876823,1033996,0
876822,1034143,0
3647618,1149850,0
3647618,1150389,0
3647618,1150825,0
3647618,1229715,0
3359781,872898,0
3359781,1271386,0
3359782,2859081,0
3359782,2915913,0
872237,745643,0
872230,941221,0
2972278,934775,0
2972270,934763,1
2972271,931396,0
2972273,933907,0
2972273,934697,0
2972273,935134,1
2972277,934801,1
1181042,3354224,0
3359785,1271372,0
3359785,2859579,1
3359785,3063259,0
872492,872551,0
872495,759658,0
872496,2998440,0
872496,2998272,0
872496,2997676,0
872496,2997710,0
872496,2997680,0
872496,2998415,0
3392468,745263,0
802754,794897,0
3135869,1037367,0
3135860,802699,0
3135860,1036478,0
3135860,1036809,0
3135860,1037057,0
3135860,1036987,0
3135860,1037187,0
3135860,2867307,0
3135863,796291,0
3135864,2851609,0
3135867,799784,0
1280322,1042236,0
1280322,1042746,0
2851916,876730,0
2851916,943039,0
2851910,795930,0
2851913,803099,1
2851919,795729,0
2851919,796052,0
759981,760002,0
801229,1036849,0
801229,1036674,0
801229,1037095,0
801229,1037093,0
801228,802060,1
801226,801224,1
801221,794233,0
801221,1037265,0
2862399,942470,0
2862399,942537,0
2862399,1042677,0
2862399,1271624,0
2862398,1276538,0
2862398,1276424,0
2862391,943171,1
2862391,1035942,0
2862391,1276241,0
2862391,1276497,0
2862391,1276683,0
2862391,1280270,1
2862391,2862382,0
2862391,2862369,0
2862391,2862259,0
2862391,2989948,1
2862393,1276623,1
2862392,872754,0
2862392,872961,0
2862392,873339,0
2862392,942532,0
2862392,943024,1
2862392,943008,0
2862392,1276612,1
2862395,942509,0
2862395,942889,0
2862395,943012,0
2862395,943140,0
2862394,942372,0
2862394,942609,0
2862394,942701,0
2862394,942931,0
2862394,943199,0
2862397,942649,0
2862397,942632,0
2862397,942831,0
3130991,1035761,1
3130998,3130756,1
2967949,873390,0
2967949,943167,0
2967949,1271365,0
2967949,1271444,0
2967949,1272380,0
2967949,1287984,0
2967949,1287867,0
2967949,1287887,0
2967949,1288039,0
1280328,1042523,1
3360694,1343998,1
3367471,873142,0
3367471,942767,0
3367471,1276549,0
3367471,2862263,0
3367471,2862280,0
3367471,2862494,0
3367471,3067716,1
3367471,3253113,0
3367470,942403,0
3367470,942881,0
3367470,1229653,0
3367470,2861496,0
3367470,2862265,0
3367470,2923912,0
3367477,872172,0
3367477,873009,0
3367477,1271419,1
3367477,1272711,1
3367477,2859527,1
3367477,3139114,0
3367477,3139099,0
3367477,3139162,0
3367476,941025,0
3367476,942126,0
3367476,942631,0
3367476,943084,0
3367476,943189,1
3367476,1026193,0
3367476,1042549,0
3367476,1276662,0
3367476,1276601,1
3367476,2847308,1
3367476,2862305,0
3367476,2862282,1
3367476,2862359,0
3367476,2862248,0
3367475,942858,0
3367475,943058,0
3367475,2990787,0
1029322,1036408,0
1029322,1036720,0
1029322,1037307,0
1029320,1037307,0
3134244,1027287,0
3134244,1151062,0
3134244,1344023,0
3134244,2979944,1
3251279,877543,0
3251279,877648,1
3251279,877672,0
3251279,1272873,0
3251279,1272843,0
3251279,2859731,0
3266182,803102,0
3266182,2965489,0
3266182,3063128,0
847427,851150,0
847427,851526,1
847427,852351,1
847427,854276,1
2998111,2998256,0
2998111,2998507,0
959032,958922,0
958973,958422,1
917878,941594,1
917879,1025972,0
917879,1026754,0
917879,1158178,0
917876,872841,0
917870,1026048,0
917870,1026253,0
917870,1027508,0
917871,1026779,0
917872,1026608,0
917872,1026846,0
917873,1026734,0
917873,3355701,0
802835,795901,0
2991015,2991089,0
1036577,1037246,0
795007,793295,0
1181533,746023,0
1181533,3355432,0
800914,931832,0
1181534,1182208,0
1181534,2879169,0
1181534,3354682,0
744828,744469,0
744828,744826,1
744828,744760,0
744828,744820,0
918126,917837,0
744823,744944,0
744823,745917,1
744824,744463,0
744824,744467,0
744824,744469,1
744824,744732,0
744824,744820,1
744824,744912,0
744824,745293,0
744824,745106,0
744824,745408,0
744824,745478,0
744824,745543,0
744824,745917,0
744824,745926,0
744824,745925,0
744824,745656,0
744824,745865,0
744824,746204,0
744824,745995,0
744826,744385,0
744826,744469,0
744826,744820,0
744826,852693,0
941212,941211,1
941212,941458,0
2968249,876629,0
2968249,1271380,0
2968249,1271605,0
2968249,1271526,0
2968249,1272008,0
2968249,1271986,0
2968249,1287750,0
2968243,917413,0
2968243,917920,0
2968243,918169,0
2968243,1027578,0
2968243,1158939,0
2968245,1272309,0
2968245,1272300,0
2968245,1272789,0
3654818,744539,0
3654818,3158809,0
3654819,744654,0
3654819,1181722,0
3654819,2847333,0
800474,801272,0
2861499,917537,0
2861499,918252,1
2861499,1026160,0
2861499,1026656,0
2861499,1027146,0
2861499,1027615,1
2861498,917975,0
2861498,918025,0
2861498,918400,0
2861498,1038877,0
2861498,1227007,0
2861497,917880,1
2861497,1027491,0
2861497,1026804,0
2861496,917975,1
2861496,918081,1
2861496,1026558,0
2861496,1229653,1
2861496,1274003,1
2861495,1027615,0
2861494,1026437,1
2861494,1027695,1
2861493,917173,0
2861493,1038879,0
2861493,1040342,0
2861493,1041977,0
2861492,918081,0
2861492,918025,0
2861492,918152,0
2861492,1042413,0
2861491,918221,0
3370719,1158182,0
3370717,1158520,0
3370717,1272302,0
3370717,1284163,1
3370717,1284144,0
2875459,1163367,0
2875456,1039840,0
2875456,1163370,0
1276051,931095,0
1276057,932485,0
1276057,933444,0
1276054,934823,0
916324,1026325,0
916324,1026510,0
916324,1026725,0
916324,1026860,1
2997635,2998109,0
2997635,2998037,0
802201,1036620,0
2997634,2997960,0
2997634,2998219,0
2997634,2997710,0
2997634,2998215,0
2997637,2998082,0
2997637,2998163,1
2997637,2997933,0
2997636,2997881,0
2997636,2998138,0
2997631,2998221,0
2997631,2997725,0
2997631,2997733,0
2997633,2998203,0
2997633,2997946,0
2997633,2997916,0
2997633,2997710,0
2997633,2997930,0
2997633,2997903,0
2997632,2998000,0
2997632,2997977,0
2997632,2998210,0
3480443,916102,0
3480443,917329,0
3480443,1026869,0
3480443,1274032,0
3480443,2972262,0
2998176,2998435,0
2998176,2997710,0
2998175,2998252,0
2998175,2997705,0
2998174,2998318,0
2998174,2998414,0
2998173,2998407,0
2998173,2998286,0
2998173,2998400,0
2998173,2998415,0
2998173,2998528,0
2998173,2998572,0
2998173,2998591,0
2998172,2998242,0
2998172,2997782,0
2998172,2998355,0
2989416,1150329,0
2989417,2989694,1
2926778,1050590,0
2926778,1181243,1
2926773,1050598,1
2926774,746023,0
2926775,1050537,0
2926775,1341269,0
2926775,2859593,0
2926775,2926754,0
2926777,1050456,0
2926777,1150742,0
2926777,1151406,0
2926777,1228297,0
1035598,1035314,1
1035590,1035319,0
3067900,872807,1
3354896,1180759,0
3354896,1180858,0
3131553,835446,0
3131555,3131548,0
3131555,3356479,0
746093,744534,0
746093,744492,0
746093,745848,0
847150,853437,0
847150,853915,0
2986774,1234225,0
2986774,1287891,0
2986774,1287905,0
2986774,1288167,0
2986774,1287920,0
2986774,3103464,0
2986772,1234198,1
2986772,1234143,0
2986772,1287968,0
2986772,1288007,0
2986770,1287906,0
2986770,2998038,0
2986771,1287694,0
2986771,1288007,1
1181943,2878921,0
1181943,2879407,0
1181941,2879908,0
1181940,3354173,0
1181948,1150601,1
3454671,1151590,0
3454671,1143239,0
2915913,745872,0
917837,1026508,0
917837,1026725,0
784933,835075,0
784933,835352,0
1037350,795734,1
1037351,1036946,0
1037351,1037256,0
1037352,795613,1
1037353,1036674,0
1037353,1037042,0
1037353,1037161,0
1037355,794002,0
1037355,794421,0
1181367,3355118,0
1181366,3354371,0
1181365,1181655,0
1181365,3354188,0
1181360,1180849,0
1181360,1180975,0
1181360,3354308,1
1181360,3355091,0
1181368,3355432,0
3103024,3103923,0
3103024,3103330,0
793251,793249,1
1027437,1026717,0
918151,917733,0
918151,1025972,0
918151,1026754,0
918151,1027661,0
3103025,1288001,0
2879490,3354809,0
2879490,3355617,1
2879491,3355790,0
3103026,1272360,1
1036009,1035432,0
1036009,1035253,0
1036009,1035850,0
1036003,1034025,0
1036003,1034027,0
1036003,1034774,1
1036001,1034027,0
3103027,2997954,0
3103027,3103598,0
3103027,3103259,0
3103027,3103224,1
3103027,3103444,0
3103027,3103374,0
3103027,3103260,0
3647635,1229705,0
3647635,1344078,0
3451479,793249,0
3451479,2851893,0
3451479,2967789,0
3451479,3130882,0
3451479,3131099,0
3451479,3131081,0
3451479,3130922,0
3451479,3131563,0
3451479,3356385,0
3103020,1272651,0
3103020,2986736,1
3103020,2997659,0
3103020,2997859,0
3103020,2998178,0
3103020,2997730,0
3103020,2997705,0
3103020,2997944,0
3103020,3103387,0
3103020,3103327,0
1287870,1288275,0
1287870,1288251,0
1287871,1288190,0
1287871,2997675,0
1287872,3103760,1
3103021,2998006,0
3103021,2998246,0
3103021,3103851,0
3103021,3103527,0
3103021,3103580,0
3103021,3103438,0
3103021,3103783,0
3103023,3103486,0
3103023,3103491,0
2997969,2998124,1
2997969,2997697,0
2997968,2997758,0
2997968,2998166,0
800013,793249,0
3078247,1227297,1
3078241,1341276,0
3078241,1341257,0
3078241,1341242,0
3078242,1050456,0
917816,1026864,0
3103078,3103594,1
934768,853657,0
934768,930762,0
934768,931317,0
3648448,3137436,1
3648449,794543,0
3648449,802264,0
934764,929772,1
934764,929770,1
934764,931819,0
934764,933285,0
934764,1034901,0
1332388,1027184,0
1332385,760264,0
1332384,1027239,0
1332387,760013,0
1332387,760148,0
1332386,744348,0
1332386,759649,0
1332386,759634,1
1332386,759632,1
1332386,760052,0
1332386,759974,0
1332386,760116,0
1332380,744494,0
1332383,939675,0
1332383,941239,0
1332383,943091,0
1332382,744297,0
1332382,744720,0
1332382,744852,1
1332382,1271633,1
942418,745070,0
942418,940492,0
942418,941998,0
2879145,2879178,1
2879145,3355186,1
2879145,3355242,1
2879145,3355119,1
2879566,2879926,0
2879564,3354461,0
2879565,3354741,0
2879565,3354902,0
2879565,3355839,0
2879561,3247365,1
2879561,3310043,1
2879561,3354300,1
2879561,3354161,0
2879561,3354554,1
1034098,877451,1
1034099,1034100,1
1034099,1035460,0
1150329,1151120,0
942413,745220,0
942413,745736,1
1150324,1150049,1
1150326,1149938,1
1150326,3355772,1
941587,941749,0
941587,1027129,0
941587,1026771,0
1271798,872744,1
1271798,1272325,0
1036838,1036655,0
1036839,794005,0
1036839,1036655,0
1036839,1036838,1
1036839,1036674,0
1036839,1037095,0
933236,933238,1
933236,934291,0
933237,930608,0
933237,933238,1
3129840,1234220,0
3129840,1234233,0
3129840,1234125,0
3129840,1234137,0
3129840,1287989,0
3129840,1287934,0
3129840,1346281,0
3129840,1346265,0
3129840,2986662,0
3129840,3103446,0
1150747,1149754,0
1150742,1150616,1
2972027,1042267,0
2972027,1042899,0
2972027,2923066,0
2972026,918383,0
2972026,1280028,1
794644,795319,0
794644,795840,0
1034152,3310104,0
2989380,2990178,0
2920960,872060,0
2920960,1026087,0
2920960,1272741,1
3071383,940013,0
3071383,942556,0
3071383,942780,0
3071383,943048,0
3071383,1038830,0
3071383,1151634,1
3071383,1276618,0
3071382,943075,0
871572,871331,0
871572,871523,0
3071387,746135,0
3071387,931966,0
3071387,1276528,0
3071387,2859227,0
3071387,2862272,0
3071387,2862468,0
3071387,2862480,0
3071387,2862501,0
3071387,2862302,0
3071387,2862291,0
3071387,2923913,0
3071387,3071356,0
3071385,942776,0
3071385,1271488,0
3071385,1276527,0
3071385,1276449,0
3071385,1276539,0
3071385,2862234,0
3071385,2972404,0
3071388,745073,0
3071388,942802,0
3071388,1042441,0
3071388,1042899,0
3071388,1276562,0
3615023,942172,0
3615023,942687,0
3615023,943033,0
3615023,1029966,0
3615023,2862247,0
3615023,2990766,0
744589,744624,0
744589,744819,1
744589,746099,0
744581,744570,1
871573,871474,0
871573,1034701,0
2920966,873413,1
2920965,796255,0
2920965,802724,0
2920965,943030,0
871103,870576,0
871101,871039,0
1158518,1158467,1
1158517,1026861,1
1158517,1027290,0
1158511,848596,0
1158511,1148092,0
2920964,872974,0
1341080,1036374,0
1341080,1036379,0
1341080,1037054,0
1341080,1036831,0
1341080,1037057,0
1341080,1037258,1
1341081,1036581,0
1341082,803340,1
1341082,1036408,0
1341082,1036539,0
940046,940045,1
940046,940769,0
940046,941296,0
940049,940045,1
940049,940046,1
940049,940769,0
2920969,872911,0
2920969,942740,1
2920969,1272501,1
2920969,1272517,0
848738,851817,0
848731,851526,0
848734,847258,1
848734,848732,1
848734,850704,0
848734,850714,0
3156694,2989839,0
3156694,2989970,0
3156694,3093004,1
3348839,744923,0
3615028,943104,0
3615028,1276563,0
3615028,2862402,0
3615028,2862351,0
3615028,2862303,0
3615028,2972387,0
3615028,3071363,1
3615028,3071334,0
3615028,3071399,0
3615028,3139102,0
3615028,3139025,0
917755,745317,0
917752,1026888,0
917759,1026133,1
917758,1026437,0
3360302,2920794,1
3360302,3068255,0
3360302,3068313,0
3360302,3068350,1
3360302,3077958,1
3360302,3144348,1
3360302,3267442,1
2968169,872807,0
2968169,917169,0
2968169,918315,0
2968169,1271717,0
2968169,1271887,0
2968169,1271854,0
2968169,1272130,0
2968169,1271990,0
2968169,1272251,0
2968169,1272098,0
2968169,2859566,1
2968168,934872,1
2968168,1271702,0
2968168,1272470,0
2968168,2859507,0
2968167,2998166,0
2968165,872642,0
2968165,872807,0
2968165,873240,0
2968165,1271598,0
2968165,1271933,0
2968165,1271887,0
2968165,1271854,0
2968165,1272218,0
2968165,1272211,0
2968165,2859040,0
2968163,872963,0
2968163,1026510,0
2968162,942973,0
2968162,1272034,0
2968162,1272397,0
2968162,1272725,0
2968162,2988842,0
2968161,872837,0
2975376,1030107,0
3379122,793718,0
3379122,795225,0
3379122,796121,0
3379120,2965503,0
3379121,3062982,0
3379125,2852096,0
3379129,795915,0
3265418,3103217,0
3265419,3103814,0
3265419,3103572,0
1276158,931027,0
1276158,935116,1
1276158,1147995,0
1276153,934748,0
1276152,933026,0
1276150,931614,0
3454708,1042646,1
3454708,3360418,1
3454708,3454666,1
3454709,760255,0
3454709,873128,0
3454706,1336931,0
3454706,1336997,0
3454706,3067711,0
3454706,3130879,0
3454706,3131277,0
3454706,3131489,0
3454704,2859433,0
3454702,1271625,1
3454702,3360220,1
3454703,1042939,0
3454703,1271848,0
3454703,2867544,0
3454703,3066717,0
3454700,873304,0
3454700,1271984,0
3454700,1287839,0
3454700,2859257,0
3454700,2986768,0
3454701,1272545,0
3454701,1272286,0
3454701,2859539,0
3454701,2920777,0
3454701,2968023,1
3454701,3249320,0
3454701,3249317,0
3454701,3249363,0
3454701,3249065,0
3454701,3309843,0
942959,940951,0
942959,942637,0
877580,876978,0
877580,876895,0
877580,877066,0
877580,877217,0
877580,877506,0
877580,877482,0
877580,877451,0
942958,835606,0
942958,941765,0
942958,942537,0
942958,1151389,0
3067820,1272298,0
3067823,835756,0
3067823,1042607,0
3067823,1042413,0
3067823,1042706,0
3067823,1042726,0
3067825,934156,0
3067825,1272133,0
3067825,1272214,0
3067825,1272351,1
3067825,1272612,1
3067825,2859155,1
3067825,2859135,1
3067825,2859626,1
3067825,2920619,1
3067825,2968231,1
3067824,872495,0
3067824,872977,0
3067824,1272364,0
3067824,1272406,0
3451268,1181426,0
3451268,1231188,1
2989708,2990523,0
3451266,1181410,0
3451266,2879642,0
3451266,3130525,0
3451264,3355737,0
3477961,2874707,0
3477961,3093046,0
3103622,2998290,0
3103622,3103464,1
3103622,3103484,0
3103622,3103738,0
3355261,1231238,0
3451262,1180852,0
3451262,1181528,0
3451262,1181249,0
3451262,2878659,0
3451263,1181875,0
918249,941038,0
3103627,3103755,1
931643,941852,1
931641,1056855,1
931640,744723,0
931640,745030,0
931640,934568,1
918247,744499,0
918247,744720,0
918247,744852,1
918247,745506,0
918247,745875,0
918247,745903,0
918247,759922,1
3247293,1180890,0
3247293,1181416,1
3247293,2878733,1
3247293,3355694,0
2984007,2868035,1
3459583,2862234,1
3459583,2972404,0
3459583,3253055,0
2984002,918223,1
2984002,1180851,0
2984002,1181230,0
2984000,835242,0
2984000,1180815,1
2984001,3354224,0
2920961,745263,0
2920961,746232,0
2920961,872094,0
3459588,918281,1
3459588,942502,1
3459588,942879,1
3459588,942989,1
3459588,1276468,1
3459588,2862352,0
3459588,2862449,0
3459588,2862441,0
3459588,3253131,0
3459588,3253134,0
3459588,3367419,0
3459588,3367438,0
3459588,3367515,0
3459588,3367520,0
3386944,3103556,0
3386944,3103547,0
3386944,3103601,0
2872770,1151308,0
2872770,1151387,0
2872770,1151384,0
2967967,1026110,0
2967967,1034166,0
2967967,1038450,0
2967967,1042688,0
2872771,1150164,0
2872771,1150427,0
2872777,1151380,1
2872777,1344037,1
3131072,3131132,1
2872774,1228486,0
3386942,3103325,0
3386942,3103385,0
3386942,3103562,0
2872775,1151269,0
917242,1026048,1
917242,1026493,0
917242,1026907,0
917242,1027510,0
1227342,793494,0
3128830,2928897,1
3128833,1143189,0
3128833,1228400,0
3128833,1228487,0
3128833,2872409,0
3128834,1343912,0
3128835,1143114,0
3128835,1143187,0
3128838,2872393,0
3386940,1271789,0
3386940,2998213,0
3386940,3103209,1
3386940,3103102,0
1036704,1036702,1
1036704,1036682,0
1036704,1036674,0
1036704,1037015,0
1036704,1037279,0
1036705,1036552,0
1036705,1037161,0
1036705,1037170,0
1036708,1036702,1
1036708,1036682,0
3087458,2878722,1
3087459,1181221,1
3087452,1181025,1
3087451,1180767,1
3087451,1231166,0
3087451,3355983,0
3087456,1181402,0
3087456,1286299,0
3087456,2878727,0
3087456,2878760,1
3087457,1181385,0
3087457,1231207,0
3087454,1150028,0
3087454,1180958,0
3087454,1181021,0
3087454,1286249,0
3087454,3354166,0
3087454,3355251,0
3087454,3354716,0
1343937,942989,0
872652,2998461,0
3354690,1181463,1
3354690,1286299,0
3354690,2878727,0
3354690,3087549,1
3354690,3087456,0
2879889,3355050,0
2879888,3354199,0
2879888,3354308,0
2879888,3354914,0
2879888,3355091,0
2879888,3355235,0
2879885,3247099,0
2879885,3354174,1
2879884,3354145,0
2879884,3354518,0
2879884,3355207,0
2879881,1026309,0
2879881,3354909,0
835448,835085,0
835448,835122,0
835448,835462,0
2859158,939942,0
2859158,940991,0
847821,851414,1
800371,794497,1
800373,794497,1
800373,795675,1
800373,800540,1
2989189,932527,0
2989189,943143,0
2989189,1035942,0
2989189,2862453,0
2989189,2862369,0
2859528,873285,0
2859528,876890,0
2859524,872729,0
2859524,940693,0
2859525,873130,0
2859525,873412,0
2859525,1271491,0
2859525,1272419,0
2859526,942551,0
2859526,1272157,0
2859527,876782,0
2859521,872807,0
2859521,873316,0
2859521,873326,0
2859521,1027222,0
2859521,1271346,0
2859521,1271392,0
2859521,1272429,1
2859521,2859445,1
2859521,2859566,1
1151366,1039971,0
1151367,1026835,0
1151364,1151205,0
1151365,1151056,1
2983998,1180973,0
2983998,1181388,0
2983998,1181297,0
1284022,3316548,0
1284022,3316550,0
1284023,2990771,1
1284026,1284015,0
1284026,1284034,0
1284026,1284056,0
1284026,1283996,0
1284026,1284106,0
1284026,1283989,0
1284026,1284062,0
1284026,1284079,0
1284026,1284102,0
1284026,1284104,1
1284024,1180886,0
1284025,3354538,0
1272806,873002,0
1272806,873305,0
1272806,1272257,0
1150287,1151265,1
1150283,1038653,0
1150280,1228127,0
3134361,1228103,0
3134360,1151526,0
3134360,1151685,0
3134360,2930171,0
3134363,1151481,1
3134363,1151261,0
3134363,1151448,0
3134363,1181296,0
3134362,835712,0
3134362,1038914,0
3134362,1150234,0
3134362,2930125,0
3134366,1150455,0
3134366,1151017,0
3134366,1229709,1
744285,744957,1
744284,745068,0
744284,745028,0
744284,745391,0
744284,745374,0
744284,745855,0
744284,745834,0
3482183,834861,0
3482183,835357,0
3482183,1042383,0
3482183,1042635,1
3482183,2975446,1
3482183,3077951,0
795418,794530,1
3482182,3078039,1
3482186,2867644,1
3482186,2867409,0
3482186,3161488,0
3482185,2867377,0
3482185,2919000,0
2979931,1181069,1
2979931,1231229,0
2979931,2878634,1
2979931,2878737,0
3482184,835247,0
3482184,1042320,0
3482189,943206,0
2989238,2990302,0
2989238,2989839,0
2989238,2989723,0
2989238,2989866,0
2989238,2989945,0
2989238,2990650,0
2989238,2990534,0
3386947,1288012,0
3386947,3103210,0
3386947,3103935,0
1040464,931696,0
1040464,1040220,0
1288076,1288239,1
1280266,1035863,1
744423,744301,0
744423,744343,0
744423,744334,0
744423,745046,0
744423,745274,0
744423,745460,0
744423,745526,0
744423,745525,0
744423,745824,0
744423,745825,0
744423,746041,0
744423,940061,0
744423,940769,0
744423,942102,0
744428,744406,0
744428,744782,0
744428,745788,0
744428,745790,0
3454863,2979908,1
3454863,3355433,0
3454862,1042320,0
3454862,2979939,0
3454862,3077990,0
3454860,1151452,0
3454860,2867496,0
3454860,3083851,0
3062706,1333528,0
3062706,1333594,0
3062706,3062623,1
1026890,1039889,0
1026890,1040578,0
1026890,1040794,0
1026890,1041484,0
3062700,835021,0
3454869,1042832,0
3454869,1229692,0
3454869,3134345,0
3454869,3134388,1
1041336,1038476,0
1041336,1039542,0
1041336,1040416,0
1041336,1040575,0
2989023,2988744,1
2989023,2990350,0
2989023,2990989,0
2989021,1181254,0
2989021,2989779,0
2989021,2990042,0
2986773,1287993,0
2986773,1288167,0
2986773,1288289,0
2986773,1346326,0
931339,852588,0
931339,853386,0
931339,931337,1
3063250,796330,0
3063251,796080,0
3063256,793911,0
3063256,796103,0
3063256,796196,0
3063256,796479,0
3063257,3310102,0
2990484,941128,0
2968084,872105,0
2968084,872895,0
2968085,1272460,0
2968085,2990733,0
3063255,796600,1
2968086,873134,0
2968086,1271461,0
2968086,1271950,1
2968086,1272351,0
2968086,1272450,1
2968087,745263,0
2968087,745960,0
2968087,872373,0
2968087,872795,0
2968087,872947,0
2968087,873309,1
2968087,1271426,1
2968087,1271413,0
2968087,1272119,0
2968087,1271994,0
2968087,1272354,1
2968087,2859617,0
2968087,2859126,0
2968080,1050444,0
2968080,2920707,1
3455728,1037478,0
2968081,873277,0
2968081,1271850,1
1274050,918128,1
1274052,917676,0
1274052,917917,0
1274052,917949,0
1274052,918028,0
1274052,918337,0
1274052,1027821,0
1274052,1145291,0
1274052,2990282,0
1274052,2990419,0
1274053,917763,0
1274053,943030,0
1274055,1025972,0
1274055,1027900,0
1274056,1027012,0
1274057,917864,1
1274057,918034,0
1274057,958970,0
1274057,1027324,0
1274057,1151055,1
1274059,871325,1
1274059,872819,0
1274059,917774,0
1274059,1027809,0
3359964,940160,1
3359965,2923931,0
3359966,1272217,0
3356297,3130859,1
3356297,3131374,0
3356297,3130945,0
2920970,1272365,0
2920971,2998181,0
2920971,2997850,0
2920973,940821,0
2920974,2920640,0
2920975,872352,0
2920975,873046,0
2920975,1272084,0
2920975,1272435,1
2920975,2997870,1
2920978,872894,0
2920978,873145,0
2920979,872654,0
2920979,873048,1
2920979,873138,0
2920979,1271638,1
2920979,2862492,1
2920979,3130975,0
2979449,1143171,0
2926542,1035815,0
916858,1026911,0
916858,3310193,0
3356435,3130917,0
3356435,3130796,1
3156838,918124,1
3156838,2990263,1
2965529,803342,0
2965529,803404,0
2965526,796515,0
2965526,803292,0
2965526,2851890,0
2965527,793563,0
2965520,796308,0
2965522,802328,0
2920879,1042396,1
2920879,873342,1
1181458,1181843,1
1181458,3247291,1
877622,876732,0
877623,877223,0
877623,877491,0
877623,877660,0
877624,793618,0
877624,795424,0
877624,876694,0
877624,876742,0
877626,876877,0
877626,876690,0
877626,877104,0
1027040,1026174,0
1027040,1027106,0
2920871,873398,1
2920871,1150688,0
2920871,1272496,1
2920870,943189,1
2920870,2989858,1
2920870,2990827,0
2920875,1272024,0
2920874,942315,0
2920874,1271698,0
2920874,1272545,0
2920876,873303,0
3067894,1271574,0
3067895,794009,0
3349881,932208,0
3067896,1027214,0
3349884,2972249,0
3067897,745339,0
3067897,873159,0
3067897,2847307,0
3067890,872885,0
3067890,1271734,0
3067891,852565,0
3067891,942731,0
3392617,916957,0
3392617,1027281,0
3392617,1027767,0
3360432,744630,0
3360432,872112,1
3360432,872745,0
3360432,872995,0
3360432,873102,0
3360432,873328,0
3360432,1226927,0
3360432,1271355,0
3360432,1271890,0
3360432,1272615,1
3360432,1276491,0
3360432,1276620,0
3360432,2920933,0
3392613,917870,0
3392613,1158965,0
3392613,1273974,0
3392613,1273993,0
3392613,2972015,0
3392613,2972028,0
3392613,2990906,0
3392613,3077097,0
3392613,3253077,0
3392612,1280039,1
3392612,3077105,1
3392612,2930120,1
1035752,1033963,0
3459640,940454,0
3459640,2972383,1
3459641,934171,0
3459641,934522,0
3459641,934968,0
3459641,935065,0
3459641,942820,0
3459641,943171,0
3459641,943143,0
3459641,2862453,0
3459641,2862369,0
939995,1040782,0
3247408,958861,0
2984005,1181390,1
3133798,795811,0
3133798,802966,0
3133791,2851765,1
3133793,802539,0
3133795,2851881,0
3133794,2851890,0
2920733,872948,0
1029638,1029709,0
1029639,1029635,0
3478020,2920388,0
3478020,2989242,0
3478020,3093006,0
3478020,3093046,0
3478020,3247238,0
759696,744720,0
759696,745506,0
759696,746002,0
759696,759694,1
759697,759604,0
3478026,3093073,1
796034,795382,0
1279969,835657,0
1279969,1050533,0
1279968,746023,0
1279968,1026190,1
1279968,1027454,0
1279968,1027624,1
1279962,1027476,0
1279961,1026998,1
1279961,1026988,1
1279961,1027785,0
1279961,1027797,1
1279961,1280015,1
1279960,745263,0
